,Code,Name,Code_1,Type,Realm,Inhabitant,Mapped,Crosslist,Comments,English,Westron,Quenya,Sindarin,Khuzdul,Rohirric,Other,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,SHAPE_Leng,SHAPE_Area,F15,Range,F30,Status,layer,path,River,Outflow,Tributary,Id,Name_1,Owner,F12,F13,Maker,Occupant,Created,geometry
137,HI011,Barrow-downs,HI011,,Abandoned,Barrow-wights,x,GR002,,Barrow-downs,,,Tyrn Gorthad/Tyrn Goerthiad (plural),,,,,,,,,,,,,,,,,,754236.7778,3612863006,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3169804.053598782 2699472.533266444)
138,HI011,Barrow-downs,HI011,,Abandoned,Barrow-wights,x,GR002,,Barrow-downs,,,Tyrn Gorthad/Tyrn Goerthiad (plural),,,,,,,,,,,,,,,,,,754236.7778,3612863006,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3184752.2930795397 2716308.1234277333)
139,HI011,Barrow-downs,HI011,,Abandoned,Barrow-wights,x,GR002,,Barrow-downs,,,Tyrn Gorthad/Tyrn Goerthiad (plural),,,,,,,,,,,,,,,,,,754236.7778,3612863006,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3208533.9984798837 2667886.8923113993)
140,HI042,Ravenhill,HI042,,Erebor,Dwarves,x,,,Ravenhill,,,,,,,,,,,,,,,,,,,,,7666.54965,2194250.573,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (4058735.1468061833 2899364.522409096)
141,HI027,Green Hills,HI027,,The Shire,Hobbits,x,SH059,,Green Hills,,,,,,,,,,,,,,,,,,,,,238342.442,879328857.5,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3085579.002092011 2691612.8859262434)
142,HI027,Green Hills,HI027,,The Shire,Hobbits,x,SH059,,Green Hills,,,,,,,,,,,,,,,,,,,,,238342.442,879328857.5,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3085153.5810070126 2701591.1367714335)
143,HI044,Slag-hills,HI044,,Mordor,,x,MO024,,Slag-hills,,,,,,,,,,,,,,,,,,,,,45271.67635,54672172.02,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (4039482.2370000165 2153473.0063476404)
144,MT022,Grey Mountains,MT022,Range,Orc tribes; Dragon hoards,"Durin's Folk, Dragons, Orcs",x,,,Grey Mountains,,,Ered Mithrin,,,,,,,,,,,,,,,,,,1760153.319,8793164243,,Grey Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (3916003.645925439 2997868.238282041)
145,MT055,White Mountains,MT055,Range,"Gondor, Rohan","Men, Dwarves",x,GD104; RH045,,White Mountains,,,Ered Nimrais,,,,,,,,,,,,,,,,,,6337069.338,55474133536,,White Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (3165973.1501109786 1865811.0757817563)
146,MT055,White Mountains,MT055,Range,"Gondor, Rohan","Men, Dwarves",x,GD104; RH045,,White Mountains,,,Ered Nimrais,,,,,,,,,,,,,,,,,,6337069.338,55474133536,,White Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (3929670.7530963724 1940187.613723071)
147,MT055,White Mountains,MT055,Range,"Gondor, Rohan","Men, Dwarves",x,GD104; RH045,,White Mountains,,,Ered Nimrais,,,,,,,,,,,,,,,,,,6337069.338,55474133536,,White Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (3879198.606698849 1950223.0099511952)
148,MT055,White Mountains,MT055,Range,"Gondor, Rohan","Men, Dwarves",x,GD104; RH045,,White Mountains,,,Ered Nimrais,,,,,,,,,,,,,,,,,,6337069.338,55474133536,,White Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (3874413.907755653 1951427.2805574792)
149,MT055,White Mountains,MT055,Range,"Gondor, Rohan","Men, Dwarves",x,GD104; RH045,,White Mountains,,,Ered Nimrais,,,,,,,,,,,,,,,,,,6337069.338,55474133536,,White Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (3694605.022598478 2021531.8117452743)
150,MT055,White Mountains,MT055,Range,"Gondor, Rohan","Men, Dwarves",x,GD104; RH045,,White Mountains,,,Ered Nimrais,,,,,,,,,,,,,,,,,,6337069.338,55474133536,,White Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (3670038.4643350886 2026720.5511069563)
151,MT055,White Mountains,MT055,Range,"Gondor, Rohan","Men, Dwarves",x,GD104; RH045,,White Mountains,,,Ered Nimrais,,,,,,,,,,,,,,,,,,6337069.338,55474133536,,White Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (3547220.418682016 2037770.7228492622)
152,MT055,White Mountains,MT055,Range,"Gondor, Rohan","Men, Dwarves",x,GD104; RH045,,White Mountains,,,Ered Nimrais,,,,,,,,,,,,,,,,,,6337069.338,55474133536,,White Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (3574285.545859197 2057628.949779949)
153,MT055,White Mountains,MT055,Range,"Gondor, Rohan","Men, Dwarves",x,GD104; RH045,,White Mountains,,,Ered Nimrais,,,,,,,,,,,,,,,,,,6337069.338,55474133536,,White Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (3766725.474096683 2064391.7114037196)
154,MT055,White Mountains,MT055,Range,"Gondor, Rohan","Men, Dwarves",x,GD104; RH045,,White Mountains,,,Ered Nimrais,,,,,,,,,,,,,,,,,,6337069.338,55474133536,,White Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (3588264.0494862446 2064897.541511486)
155,MT055,White Mountains,MT055,Range,"Gondor, Rohan","Men, Dwarves",x,GD104; RH045,,White Mountains,,,Ered Nimrais,,,,,,,,,,,,,,,,,,6337069.338,55474133536,,White Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (3320092.495882346 2084967.4188982637)
156,MT055,White Mountains,MT055,Range,"Gondor, Rohan","Men, Dwarves",x,GD104; RH045,,White Mountains,,,Ered Nimrais,,,,,,,,,,,,,,,,,,6337069.338,55474133536,,White Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (3272805.109275736 2109081.7099213772)
157,MT055,White Mountains,MT055,Range,"Gondor, Rohan","Men, Dwarves",x,GD104; RH045,,White Mountains,,,Ered Nimrais,,,,,,,,,,,,,,,,,,6337069.338,55474133536,,White Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (3559108.173852811 2116182.962282987)
158,MT055,White Mountains,MT055,Range,"Gondor, Rohan","Men, Dwarves",x,GD104; RH045,,White Mountains,,,Ered Nimrais,,,,,,,,,,,,,,,,,,6337069.338,55474133536,,White Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (3597906.8600880853 2128685.71089318)
159,MT055,White Mountains,MT055,Range,"Gondor, Rohan","Men, Dwarves",x,GD104; RH045,,White Mountains,,,Ered Nimrais,,,,,,,,,,,,,,,,,,6337069.338,55474133536,,White Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (3597929.0592100346 2129594.516374644)
160,MT055,White Mountains,MT055,Range,"Gondor, Rohan","Men, Dwarves",x,GD104; RH045,,White Mountains,,,Ered Nimrais,,,,,,,,,,,,,,,,,,6337069.338,55474133536,,White Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (3597208.610522034 2129941.6803808017)
161,MT055,White Mountains,MT055,Range,"Gondor, Rohan","Men, Dwarves",x,GD104; RH045,,White Mountains,,,Ered Nimrais,,,,,,,,,,,,,,,,,,6337069.338,55474133536,,White Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (3178213.35253258 1972682.597660942)
162,MT055,White Mountains,MT055,Range,"Gondor, Rohan","Men, Dwarves",x,GD104; RH045,,White Mountains,,,Ered Nimrais,,,,,,,,,,,,,,,,,,6337069.338,55474133536,,White Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (3577704.0665515135 2133285.031538049)
163,MT055,White Mountains,MT055,Range,"Gondor, Rohan","Men, Dwarves",x,GD104; RH045,,White Mountains,,,Ered Nimrais,,,,,,,,,,,,,,,,,,6337069.338,55474133536,,White Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (3575952.0287638353 2134499.1178681236)
164,MT055,White Mountains,MT055,Range,"Gondor, Rohan","Men, Dwarves",x,GD104; RH045,,White Mountains,,,Ered Nimrais,,,,,,,,,,,,,,,,,,6337069.338,55474133536,,White Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (3586639.8010064433 2135137.6935801324)
165,MT055,White Mountains,MT055,Range,"Gondor, Rohan","Men, Dwarves",x,GD104; RH045,,White Mountains,,,Ered Nimrais,,,,,,,,,,,,,,,,,,6337069.338,55474133536,,White Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (3478640.195427547 2136409.1839407003)
166,MT055,White Mountains,MT055,Range,"Gondor, Rohan","Men, Dwarves",x,GD104; RH045,,White Mountains,,,Ered Nimrais,,,,,,,,,,,,,,,,,,6337069.338,55474133536,,White Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (3578440.2123056096 2136277.9252013555)
167,MT055,White Mountains,MT055,Range,"Gondor, Rohan","Men, Dwarves",x,GD104; RH045,,White Mountains,,,Ered Nimrais,,,,,,,,,,,,,,,,,,6337069.338,55474133536,,White Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (3617373.38487386 2052196.2874712842)
168,MT036,Mount Doom,MT036,Volcano,Mordor,,x,MO017,,Mount Doom,,,"Orodruin; Amon Amarth (""Mount Doom"")",,,,,,,,,,,,,,,,,,207402.9638,522490204.5,,,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (4140729.34949024 2030712.566292722)
169,MT005,Blue Mountains,MT005,Range,Eriador,"Dwarves (Broadbeams, Firebeards, and Longbeards)",x,,,Blue Mountains; Mountains of Lindon,[Mountains of Lune],,"Ered Luin (""Blue Mountains""); Ered Lindon (""Mountains of Lindon"")",,,Lhúndirien (Noldorin),,,,,,,,,,,,,,,2378422.152,36116094605,,Blue Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (2820835.4541768637 2944589.1789960572)
170,MT005,Blue Mountains,MT005,Range,Eriador,"Dwarves (Broadbeams, Firebeards, and Longbeards)",x,,,Blue Mountains; Mountains of Lindon,[Mountains of Lune],,"Ered Luin (""Blue Mountains""); Ered Lindon (""Mountains of Lindon"")",,,Lhúndirien (Noldorin),,,,,,,,,,,,,,,2378422.152,36116094605,,Blue Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (2787952.778512805 3023991.412037475)
171,MT005,Blue Mountains,MT005,Range,Eriador,"Dwarves (Broadbeams, Firebeards, and Longbeards)",x,,,Blue Mountains; Mountains of Lindon,[Mountains of Lune],,"Ered Luin (""Blue Mountains""); Ered Lindon (""Mountains of Lindon"")",,,Lhúndirien (Noldorin),,,,,,,,,,,,,,,2143983.576,17079749152,,Blue Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (2839018.829223677 2496240.586406647)
172,MT005,Blue Mountains,MT005,Range,Eriador,"Dwarves (Broadbeams, Firebeards, and Longbeards)",x,,,Blue Mountains; Mountains of Lindon,[Mountains of Lune],,"Ered Luin (""Blue Mountains""); Ered Lindon (""Mountains of Lindon"")",,,Lhúndirien (Noldorin),,,,,,,,,,,,,,,2143983.576,17079749152,,Blue Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (2817811.756346274 2531982.987306402)
173,MT005,Blue Mountains,MT005,Range,Eriador,"Dwarves (Broadbeams, Firebeards, and Longbeards)",x,,,Blue Mountains; Mountains of Lindon,[Mountains of Lune],,"Ered Luin (""Blue Mountains""); Ered Lindon (""Mountains of Lindon"")",,,Lhúndirien (Noldorin),,,,,,,,,,,,,,,2143983.576,17079749152,,Blue Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (2795689.9661696325 2538595.8365899185)
174,MT005,Blue Mountains,MT005,Range,Eriador,"Dwarves (Broadbeams, Firebeards, and Longbeards)",x,,,Blue Mountains; Mountains of Lindon,[Mountains of Lune],,"Ered Luin (""Blue Mountains""); Ered Lindon (""Mountains of Lindon"")",,,Lhúndirien (Noldorin),,,,,,,,,,,,,,,2143983.576,17079749152,,Blue Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (2803627.889380301 2541631.681117233)
175,MT005,Blue Mountains,MT005,Range,Eriador,"Dwarves (Broadbeams, Firebeards, and Longbeards)",x,,,Blue Mountains; Mountains of Lindon,[Mountains of Lune],,"Ered Luin (""Blue Mountains""); Ered Lindon (""Mountains of Lindon"")",,,Lhúndirien (Noldorin),,,,,,,,,,,,,,,2143983.576,17079749152,,Blue Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (2790105.688557579 2554439.1963396245)
176,MT005,Blue Mountains,MT005,Range,Eriador,"Dwarves (Broadbeams, Firebeards, and Longbeards)",x,,,Blue Mountains; Mountains of Lindon,[Mountains of Lune],,"Ered Luin (""Blue Mountains""); Ered Lindon (""Mountains of Lindon"")",,,Lhúndirien (Noldorin),,,,,,,,,,,,,,,2143983.576,17079749152,,Blue Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (2754431.123962148 2610918.5519058416)
177,MT005,Blue Mountains,MT005,Range,Eriador,"Dwarves (Broadbeams, Firebeards, and Longbeards)",x,,,Blue Mountains; Mountains of Lindon,[Mountains of Lune],,"Ered Luin (""Blue Mountains""); Ered Lindon (""Mountains of Lindon"")",,,Lhúndirien (Noldorin),,,,,,,,,,,,,,,2143983.576,17079749152,,Blue Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (2778186.4514853507 2634234.0302058617)
178,MT005,Blue Mountains,MT005,Range,Eriador,"Dwarves (Broadbeams, Firebeards, and Longbeards)",x,,,Blue Mountains; Mountains of Lindon,[Mountains of Lune],,"Ered Luin (""Blue Mountains""); Ered Lindon (""Mountains of Lindon"")",,,Lhúndirien (Noldorin),,,,,,,,,,,,,,,2143983.576,17079749152,,Blue Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (2855082.282253096 2566310.9905728623)
179,MT029,Lonely Mountain,MT029,Mountain,Erebor,Durin's Folk/Longbeards (Dwarves),x,,,Lonely Mountain,,,Erebor,,,,,,,,,,,,,,,,,,70839.23097,268765748,,None,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (4051387.677835617 2906644.236818867)
180,MT058,Amon Anwar,MT058,Mountain,"Gondor, Rohan",Gondorian beacon-wardens,x,GD105; RH056,,"""Hill of Awe""; ""Holy Mountain""",,,"Amon Anwar (""Hill of Awe"")",,"the Halifirien (""Holy Mountain"")",Eilenaer (pre-Númenórean Mannish),,,,,,,,,,,,,,,5042.727371,1408169.965,,White Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (3766725.474096683 2064391.7114037196)
181,MT064,Írensaga,MT064,Mountain,Rohan,Rohirrim,x,RH033,,"""iron-saw""",,,,,Írensaga,,,,,,,,,,,,,,,,58528.36154,146024061.2,,White Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (3588204.419530912 2125928.894324169)
182,MT048,Ras Morthil,MT048,Mountain,Gondor,"Possibly Druédain, possibly vacated",x,GD084,,"""dark/black horn""",,,Ras Morthil,,,,,,,,,,,,,,,,,,80640.37385,105273699,,White Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (3051961.1906456295 1820976.827465295)
183,MT009,Cûl Bîn,MT009,Mountain,Gondor,,x,GD024,,"""Little Load""",,,Cûl Bîn,,,,,,,,,,,,,,,,,,349009.6359,1308099846,,White Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (3617696.1286291676 1978740.6954219395)
184,MT011,Dol Tarlang,MT011,Mountain,Gondor,,x,GD027,,"""Tarlang's Head""",,,Dol Tarlang,,,,,,,,,,,,,,,,,,102091.7772,161740075.6,,White Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (3630772.735030858 2028013.8492556668)
185,MT010,Cûl Veleg,MT010,Mountain,Gondor,,x,GD025,,"""Big Load""",,,Cûl Veleg,,,,,,,,,,,,,,,,,,156922.2643,459933208.7,,White Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (3621538.132585145 2011886.1041806906)
186,MT024,Gundabad,MT024,Mountain,Misty Mountains,Orcs,x,,,,,,,Gundabad,,,,,,,,,,,,,,,,,35979.23654,82353405.34,,Misty Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (3647588.4712277763 3009023.7616838617)
187,MT033,Mindolluin,MT033,Mountain,Gondor,None,x,GD064,Only Kings of Gondor visited,Mount Mindolluin,,,"Mindolluin (""towering-head-blue"")",,,,,,,,,,,,,,,,,,375629.4947,2045226868,,White Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (3925693.8313888717 1966484.0144342873)
188,MT039,Mountains of Angmar,MT039,Range,Angmar; Orc tribes,"Orcs, the Witch-king",x,,,Mountains of Angmar,,,,,,,,,,,,,,,,,,,,,709358.1413,5034958333,,Mountains of Angmar,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (3523199.726914534 3050520.223350165)
189,MT035,Morgai,MT035,Ridge,Mordor,,x,MO014,,,,,,,,,,,,,,,,,,,,,,,955544.8742,2100675563,,Ephel Dúath,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (4067702.97436832 1936951.0881924443)
190,MT035,Morgai,MT035,Ridge,Mordor,,x,MO014,,,,,,,,,,,,,,,,,,,,,,,955544.8742,2100675563,,Ephel Dúath,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (4059066.8309532655 2036396.3816643455)
191,MT060,Calenhad,MT060,Beacon-hill,Gondor,Gondorian beacon-wardens,x,GD107,,"""green space""",,,Calenhad,,,,,,,,,,,,,,,,,,36361.07882,60467528.1,,White Mountains,,,Mountains,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Mountains.shp,,,,,,,,,,,,POINT (3816748.5531521905 2057555.7277810078)
